Date,Pond_ID,Pond_Type,Target_Species,Season,Water_Temp_C,Weather_Condition,Rainfall_mm,pH_Level,Ammonia_ppm,Dissolved_Oxygen_mgL,Mortality_Count,Fish_Count,Daily_Feed_kg,Est_Avg_Weight_g,Feed_Cost_NPR,Labor_Cost_NPR,Market_Price_NPR,Estimated_Revenue_NPR,Daily_Profit_Loss_NPR,Stocking_Density,Harvest_Ready
2025-01-01,GrowOut-A,Farming,Pangasius,Winter,17.0,Cloudy,0.0,7.9,0.05,8.5,0,10000,4.4,50.3,442,523,213,107139,0,Medium,No
2025-01-02,GrowOut-A,Farming,Pangasius,Winter,15.7,Sunny,0.0,6.6,0.02,8.9,1,9999,4.2,50.5,443,512,219,110584,-528,Medium,No
2025-01-03,GrowOut-A,Farming,Pangasius,Winter,15.5,Sunny,0.0,7.4,0.03,8.3,3,9996,5.0,50.9,513,491,214,108882,-181,Medium,No
2025-01-04,GrowOut-A,Farming,Pangasius,Winter,15.5,Cloudy,0.0,6.7,0.05,8.1,1,9995,5.3,51.2,560,476,230,117701,-358,Medium,No
2025-01-05,GrowOut-A,Farming,Pangasius,Winter,19.2,Sunny,0.0,7.1,0.0,8.0,1,9994,4.8,51.5,508,498,221,113747,-355,Medium,No
2025-01-06,GrowOut-A,Farming,Pangasius,Winter,17.5,Rainy,3.6,7.5,0.0,7.2,1,9993,5.3,51.9,556,498,222,115137,-178,Medium,No
2025-01-07,GrowOut-A,Farming,Pangasius,Winter,14.8,Sunny,0.0,7.2,0.02,7.9,0,9993,6.0,52.2,640,485,220,114760,-465,Medium,No
2025-01-08,GrowOut-A,Farming,Pangasius,Winter,14.9,Sunny,0.0,6.9,0.03,9.0,0,9993,5.5,52.5,564,508,222,116468,-406,Medium,No
2025-01-09,GrowOut-A,Farming,Pangasius,Winter,10.8,Sunny,0.0,7.0,0.05,9.0,2,9991,6.0,52.9,643,528,237,125260,-249,Medium,No
2025-01-10,GrowOut-A,Farming,Pangasius,Winter,17.9,Sunny,0.0,7.4,0.08,7.8,2,9989,6.0,53.3,622,503,219,116599,-273,Medium,No
2025-01-11,GrowOut-A,Farming,Pangasius,Winter,15.1,Sunny,0.0,7.0,0.07,8.7,0,9989,5.7,53.6,581,502,217,116184,-433,Medium,No
2025-01-12,GrowOut-A,Farming,Pangasius,Winter,14.5,Sunny,0.0,7.3,0.04,8.8,0,9989,5.9,54.1,616,486,225,121591,22,Medium,No
2025-01-13,GrowOut-A,Farming,Pangasius,Winter,14.7,Sunny,0.0,7.2,0.04,9.0,2,9987,6.2,54.5,625,521,204,111035,-353,Medium,No
2025-01-14,GrowOut-A,Farming,Pangasius,Winter,17.2,Sunny,0.0,7.0,0.01,8.9,2,9985,4.4,54.7,464,499,221,120706,-546,Medium,No
2025-01-15,GrowOut-A,Farming,Pangasius,Winter,16.2,Sunny,0.0,7.8,0.04,8.3,1,9984,4.7,55.1,491,491,219,120476,-119,Medium,No
2025-01-16,GrowOut-A,Farming,Pangasius,Winter,15.0,Sunny,0.0,7.4,0.03,8.1,1,9983,6.0,55.5,645,501,214,118568,-303,Medium,No
2025-01-17,GrowOut-A,Farming,Pangasius,Winter,14.8,Sunny,0.0,6.6,0.05,7.7,3,9980,6.2,55.9,659,507,224,124966,-309,Medium,No
2025-01-18,GrowOut-A,Farming,Pangasius,Winter,17.9,Sunny,0.0,7.3,0.02,8.3,2,9978,5.6,56.4,572,502,221,124370,4,Medium,No
2025-01-19,GrowOut-A,Farming,Pangasius,Winter,14.0,Sunny,0.0,7.0,0.06,8.2,1,9977,5.1,56.7,527,518,209,118230,-431,Medium,No
2025-01-20,GrowOut-A,Farming,Pangasius,Winter,15.7,Sunny,0.0,7.5,0.09,7.5,1,9976,6.7,57.1,710,506,217,123610,-362,Medium,No
2025-01-21,GrowOut-A,Farming,Pangasius,Winter,15.5,Sunny,0.0,7.0,0.04,8.2,3,9973,5.1,57.4,544,496,202,115635,-470,Medium,No
2025-01-22,GrowOut-A,Farming,Pangasius,Winter,16.8,Sunny,0.0,7.2,0.05,7.7,2,9971,5.8,57.8,623,506,223,128520,-265,Medium,No
2025-01-23,GrowOut-A,Farming,Pangasius,Winter,21.6,Sunny,0.0,7.4,0.06,8.3,3,9968,9.7,58.4,1042,507,223,129815,-254,Medium,No
2025-01-24,GrowOut-A,Farming,Pangasius,Winter,18.4,Rainy,3.0,7.5,0.03,8.5,1,9967,5.9,58.7,618,481,216,126374,-466,Medium,No
2025-01-25,GrowOut-A,Farming,Pangasius,Winter,17.5,Sunny,0.0,6.8,0.05,8.1,0,9967,5.5,59.1,581,517,225,132536,-201,Medium,No
2025-01-26,GrowOut-A,Farming,Pangasius,Winter,16.3,Sunny,0.0,7.1,0.04,9.0,1,9966,6.9,59.6,742,495,212,125922,-193,Medium,No
2025-01-27,GrowOut-A,Farming,Pangasius,Winter,15.8,Sunny,0.0,7.1,0.04,8.5,0,9966,7.0,60.0,731,496,215,128561,-370,Medium,No
2025-01-28,GrowOut-A,Farming,Pangasius,Winter,15.4,Sunny,0.0,7.0,0.02,8.2,1,9965,4.9,60.4,518,511,224,134822,-150,Medium,No
2025-01-29,GrowOut-A,Farming,Pangasius,Winter,15.1,Sunny,0.0,7.7,0.04,9.0,1,9964,6.5,60.9,678,511,216,131070,-126,Medium,No
2025-01-30,GrowOut-A,Farming,Pangasius,Winter,18.1,Sunny,0.0,7.3,0.05,8.3,0,9964,6.3,61.4,655,489,221,135206,-43,Medium,No
2025-01-31,GrowOut-A,Farming,Pangasius,Winter,16.6,Sunny,0.0,6.8,0.08,7.6,1,9963,6.4,61.9,673,512,217,133826,-117,Medium,No
2025-02-01,GrowOut-A,Farming,Pangasius,Winter,15.2,Rainy,3.0,7.5,0.07,8.3,0,9963,7.1,62.3,736,492,218,135311,-359,Medium,No
2025-02-02,GrowOut-A,Farming,Pangasius,Winter,17.2,Cloudy,0.0,7.8,0.1,7.5,1,9962,7.4,62.7,775,527,219,136791,-443,Medium,No
2025-02-03,GrowOut-A,Farming,Pangasius,Winter,17.8,Cloudy,0.0,7.5,0.02,7.5,0,9962,5.3,63.1,546,488,216,135778,-173,Medium,No
2025-02-04,GrowOut-A,Farming,Pangasius,Winter,15.6,Sunny,0.0,6.7,0.07,8.8,1,9961,5.1,63.5,534,504,223,141053,-164,Medium,No
2025-02-05,GrowOut-A,Farming,Pangasius,Winter,14.8,Cloudy,0.0,7.1,0.05,9.0,1,9960,5.9,63.9,625,488,217,138108,-262,Medium,No
2025-02-06,GrowOut-A,Farming,Pangasius,Winter,13.0,Sunny,0.0,7.6,0.11,7.8,7,9953,7.0,64.3,727,533,221,141435,-479,Medium,No
2025-02-07,GrowOut-A,Farming,Pangasius,Winter,18.2,Sunny,0.0,7.0,0.02,8.5,0,9953,6.3,64.8,662,481,216,139310,-68,Medium,No
2025-02-08,GrowOut-A,Farming,Pangasius,Winter,18.4,Sunny,0.0,7.3,0.01,7.9,1,9952,7.7,65.3,811,508,211,137122,-283,Medium,No
2025-02-09,GrowOut-A,Farming,Pangasius,Winter,14.2,Cloudy,0.0,7.4,0.02,8.5,1,9951,6.4,65.8,678,489,227,148634,-52,Medium,No
2025-02-10,GrowOut-A,Farming,Pangasius,Winter,13.9,Cloudy,0.0,6.9,0.02,8.5,1,9950,7.3,66.3,765,495,224,147769,-160,Medium,No
2025-02-11,GrowOut-A,Farming,Pangasius,Winter,15.8,Cloudy,0.0,7.2,0.02,8.1,2,9948,5.9,66.7,632,507,236,156593,-231,Medium,No
2025-02-12,GrowOut-A,Farming,Pangasius,Winter,19.0,Sunny,0.0,6.2,0.02,8.1,0,9948,7.1,67.2,716,518,214,143060,-170,Medium,No
2025-02-13,GrowOut-A,Farming,Pangasius,Winter,16.7,Sunny,0.0,6.9,0.04,7.9,1,9947,6.1,67.5,676,524,220,147713,-558,Medium,No
2025-02-14,GrowOut-A,Farming,Pangasius,Winter,15.2,Sunny,0.0,7.1,0.05,8.6,1,9946,5.8,67.9,599,477,220,148573,-216,Medium,No
2025-02-15,GrowOut-A,Farming,Pangasius,Winter,15.9,Sunny,0.0,6.8,0.1,8.1,0,9946,8.0,68.5,846,504,228,155337,11,Medium,No
2025-02-16,GrowOut-A,Farming,Pangasius,Winter,13.2,Sunny,0.0,7.7,0.07,8.6,0,9946,7.2,69.0,742,522,218,149608,-180,Medium,No
2025-02-17,GrowOut-A,Farming,Pangasius,Winter,18.1,Rainy,0.6,6.8,0.12,7.2,5,9941,6.2,69.3,659,475,213,146738,-572,Medium,No
2025-02-18,GrowOut-A,Farming,Pangasius,Winter,19.0,Sunny,0.0,7.1,0.01,7.8,0,9941,6.6,69.7,697,505,229,158671,-291,Medium,No
2025-02-19,GrowOut-A,Farming,Pangasius,Winter,15.0,Sunny,0.0,7.2,0.05,8.9,1,9940,6.2,70.2,643,500,219,152816,-70,Medium,No
2025-02-20,GrowOut-A,Farming,Pangasius,Winter,14.4,Rainy,3.3,7.6,0.0,9.0,1,9939,5.7,70.5,611,506,227,159059,-456,Medium,No
2025-02-21,GrowOut-A,Farming,Pangasius,Winter,15.0,Sunny,0.0,6.8,0.09,7.8,1,9938,6.6,70.9,691,488,226,159241,-297,Medium,No
2025-02-22,GrowOut-A,Farming,Pangasius,Winter,16.5,Sunny,0.0,7.5,0.08,8.2,0,9938,7.0,71.3,743,478,221,156596,-342,Medium,No
2025-02-23,GrowOut-A,Farming,Pangasius,Winter,16.6,Cloudy,0.0,7.2,0.03,8.7,0,9938,6.2,71.7,640,471,220,156762,-236,Medium,No
2025-02-24,GrowOut-A,Farming,Pangasius,Winter,18.7,Cloudy,0.0,6.9,0.01,7.3,2,9936,7.9,72.2,829,515,218,156389,-292,Medium,No
2025-02-25,GrowOut-A,Farming,Pangasius,Winter,16.4,Sunny,0.0,7.3,0.08,8.4,0,9936,8.2,72.7,894,517,221,159639,-313,Medium,No
2025-02-26,GrowOut-A,Farming,Pangasius,Winter,15.5,Sunny,0.0,7.3,0.04,8.1,1,9935,7.6,73.3,813,505,227,165309,19,Medium,No
2025-02-27,GrowOut-A,Farming,Pangasius,Winter,15.3,Cloudy,0.0,7.0,0.08,8.6,0,9935,5.9,73.6,623,492,216,157943,-471,Medium,No
2025-02-28,GrowOut-A,Farming,Pangasius,Winter,10.7,Sunny,0.0,7.2,0.01,9.0,0,9935,7.7,74.1,802,476,222,163433,-175,Medium,No
2025-03-01,GrowOut-A,Farming,Pangasius,Summer,32.7,Sunny,0.0,7.1,0.02,5.1,2,9933,14.6,75.2,1535,508,251,187487,662,Medium,No
2025-03-02,GrowOut-A,Farming,Pangasius,Summer,32.9,Sunny,0.0,7.2,0.14,4.6,5,9928,12.7,76.0,1339,483,252,190141,85,Medium,No
2025-03-03,GrowOut-A,Farming,Pangasius,Summer,31.7,Sunny,0.0,7.4,0.04,6.1,0,9928,14.7,77.1,1557,489,260,199017,793,Medium,No
2025-03-04,GrowOut-A,Farming,Pangasius,Summer,30.1,Rainy,16.4,7.7,0.13,6.0,6,9922,15.3,78.4,1574,491,245,190582,982,Medium,No
2025-03-05,GrowOut-A,Farming,Pangasius,Summer,34.8,Sunny,0.0,6.8,0.06,5.0,0,9922,16.1,79.6,1712,497,276,217982,1077,Medium,No
2025-03-06,GrowOut-A,Farming,Pangasius,Summer,28.2,Sunny,0.0,7.8,0.01,7.0,1,9921,17.7,80.8,1820,489,251,201206,659,Medium,No
2025-03-07,GrowOut-A,Farming,Pangasius,Summer,31.9,Sunny,0.0,6.6,0.04,5.2,1,9920,15.8,82.2,1711,501,260,212010,1378,Medium,No
2025-03-08,GrowOut-A,Farming,Pangasius,Summer,32.1,Sunny,0.0,7.2,0.04,6.0,0,9920,13.5,83.1,1397,491,269,221751,514,Medium,No
2025-03-09,GrowOut-A,Farming,Pangasius,Summer,36.9,Sunny,0.0,7.4,0.06,4.6,3,9917,16.4,84.2,1732,511,253,211258,454,Medium,No
2025-03-10,GrowOut-A,Farming,Pangasius,Summer,31.6,Sunny,0.0,7.3,0.06,5.6,3,9914,15.3,85.1,1637,515,242,204171,-54,Medium,No
2025-03-11,GrowOut-A,Farming,Pangasius,Summer,32.6,Sunny,0.0,7.0,0.01,6.1,1,9913,19.3,86.3,2017,502,257,219861,516,Medium,No
2025-03-12,GrowOut-A,Farming,Pangasius,Summer,34.3,Sunny,0.0,7.1,0.01,5.4,0,9913,14.0,87.2,1480,507,253,218697,270,Medium,No
2025-03-13,GrowOut-A,Farming,Pangasius,Summer,33.5,Cloudy,0.0,7.1,0.08,5.4,1,9912,14.6,88.3,1575,532,242,211806,510,Medium,No
2025-03-14,GrowOut-A,Farming,Pangasius,Summer,34.8,Sunny,0.0,7.0,0.05,6.0,0,9912,20.9,90.0,2218,482,262,233725,1715,Medium,No
2025-03-15,GrowOut-A,Farming,Pangasius,Summer,29.2,Sunny,0.0,7.5,0.02,6.2,0,9912,17.8,91.1,1882,481,262,236582,494,Medium,No
2025-03-16,GrowOut-A,Farming,Pangasius,Summer,30.0,Sunny,0.0,7.3,0.09,6.5,0,9912,19.5,92.4,1982,510,269,246369,974,Medium,No
2025-03-17,GrowOut-A,Farming,Pangasius,Summer,30.9,Sunny,0.0,7.0,0.04,5.6,0,9912,14.7,93.5,1516,529,251,232620,692,Medium,No
2025-03-18,GrowOut-A,Farming,Pangasius,Summer,28.9,Sunny,0.0,7.5,0.08,6.5,1,9911,18.7,95.0,2003,496,248,233503,1165,Medium,No
2025-03-19,GrowOut-A,Farming,Pangasius,Summer,32.1,Sunny,0.0,7.3,0.04,6.7,2,9909,17.7,96.4,1879,526,257,245493,1111,Medium,No
2025-03-20,GrowOut-A,Farming,Pangasius,Summer,30.2,Rainy,0.7,7.4,0.1,4.7,2,9907,15.9,97.5,1692,501,259,250177,580,Medium,No
2025-03-21,GrowOut-A,Farming,Pangasius,Summer,35.1,Sunny,0.0,7.4,0.09,4.9,2,9905,16.5,98.6,1753,490,267,260761,614,Medium,No
2025-03-22,GrowOut-A,Farming,Pangasius,Summer,31.3,Sunny,0.0,7.0,0.13,5.9,5,9900,21.0,99.9,2259,485,271,268022,610,Medium,No
2025-03-23,GrowOut-A,Farming,Pangasius,Summer,33.1,Cloudy,0.0,7.0,0.07,5.6,1,9899,17.4,101.2,1818,509,269,269478,1108,Medium,No
2025-03-24,GrowOut-A,Farming,Pangasius,Summer,34.7,Sunny,0.0,7.4,0.06,5.7,1,9898,16.9,102.3,1779,486,262,265292,561,Medium,No
2025-03-25,GrowOut-A,Farming,Pangasius,Summer,37.1,Sunny,0.0,7.4,0.08,4.7,1,9897,21.9,104.1,2254,501,266,274054,1956,Medium,No
2025-03-26,GrowOut-A,Farming,Pangasius,Summer,29.1,Sunny,0.0,7.2,0.01,6.6,2,9895,24.2,106.1,2479,524,255,267714,1990,Medium,No
2025-03-27,GrowOut-A,Farming,Pangasius,Summer,34.4,Cloudy,0.0,7.2,0.06,5.5,3,9892,21.3,107.4,2166,495,261,277287,612,Medium,No
2025-03-28,GrowOut-A,Farming,Pangasius,Summer,33.2,Sunny,0.0,7.6,0.07,6.3,1,9891,24.4,109.0,2519,520,251,270608,906,Medium,No
2025-03-29,GrowOut-A,Farming,Pangasius,Summer,34.4,Sunny,0.0,7.0,0.01,5.9,0,9891,24.2,110.7,2616,482,260,284683,1274,Medium,No
2025-03-30,GrowOut-A,Farming,Pangasius,Summer,32.5,Sunny,0.0,7.4,0.0,6.3,1,9890,24.7,112.7,2517,492,261,290911,2125,Medium,No
2025-03-31,GrowOut-A,Farming,Pangasius,Summer,33.7,Sunny,0.0,7.1,0.02,5.6,0,9890,25.8,114.4,2693,479,273,308877,1418,Medium,No
2025-04-01,GrowOut-A,Farming,Pangasius,Summer,32.3,Sunny,0.0,7.1,0.03,5.8,0,9890,25.5,116.2,2612,501,258,296498,1480,Medium,No
2025-04-02,GrowOut-A,Farming,Pangasius,Summer,29.6,Sunny,0.0,7.5,0.06,6.0,3,9887,24.3,117.8,2522,512,261,303984,1004,Medium,No
2025-04-03,GrowOut-A,Farming,Pangasius,Summer,33.5,Sunny,0.0,7.4,0.09,5.7,0,9887,25.4,119.8,2676,501,262,310329,2004,Medium,No
2025-04-04,GrowOut-A,Farming,Pangasius,Summer,30.1,Sunny,0.0,7.4,0.14,5.6,7,9880,19.5,121.3,2020,518,256,306802,1041,Medium,No
2025-04-05,GrowOut-A,Farming,Pangasius,Summer,33.5,Cloudy,0.0,7.6,0.09,5.7,1,9879,20.7,122.5,2219,489,254,307385,272,Medium,No
2025-04-06,GrowOut-A,Farming,Pangasius,Summer,34.5,Sunny,0.0,7.2,0.0,6.9,1,9878,21.5,123.7,2323,503,270,329915,341,Medium,No
2025-04-07,GrowOut-A,Farming,Pangasius,Summer,30.3,Sunny,0.0,7.4,0.01,6.8,1,9877,22.8,125.5,2291,492,252,312370,1666,Medium,No
2025-04-08,GrowOut-A,Farming,Pangasius,Summer,32.3,Sunny,0.0,7.1,0.04,5.8,1,9876,27.7,127.3,2871,505,250,314304,1037,Medium,No
2025-04-09,GrowOut-A,Farming,Pangasius,Summer,33.8,Sunny,0.0,7.3,0.05,6.3,0,9876,25.1,128.9,2638,508,265,337349,1041,Medium,No
2025-04-10,GrowOut-A,Farming,Pangasius,Summer,31.5,Cloudy,0.0,7.2,0.04,5.9,0,9876,27.7,131.0,2971,509,269,348020,2099,Medium,No
2025-04-11,GrowOut-A,Farming,Pangasius,Summer,37.5,Sunny,0.0,7.2,0.02,4.3,7,9869,31.0,132.8,3227,484,256,335514,602,Medium,No
2025-04-12,GrowOut-A,Farming,Pangasius,Summer,32.2,Sunny,0.0,7.4,0.04,5.5,1,9868,27.8,134.9,2918,487,257,342117,1887,Medium,No
2025-04-13,GrowOut-A,Farming,Pangasius,Summer,30.1,Sunny,0.0,7.0,0.0,5.5,2,9866,28.5,137.2,2927,489,262,354647,2459,Medium,No
2025-04-14,GrowOut-A,Farming,Pangasius,Summer,34.0,Sunny,0.0,7.8,0.06,5.4,1,9865,22.0,138.9,2243,496,254,348043,1486,Medium,No
2025-04-15,GrowOut-A,Farming,Pangasius,Summer,31.8,Rainy,16.6,6.9,0.05,6.0,0,9865,27.0,140.5,2913,501,254,352052,595,Medium,No
2025-04-16,GrowOut-A,Farming,Pangasius,Summer,33.5,Cloudy,0.0,6.8,0.01,6.8,1,9864,30.2,142.3,3061,511,267,374774,1131,Medium,No
2025-04-17,GrowOut-A,Farming,Pangasius,Summer,30.3,Cloudy,0.0,7.5,0.12,6.0,8,9856,27.2,144.3,2983,487,265,376889,1452,Medium,No
2025-04-18,GrowOut-A,Farming,Pangasius,Summer,29.0,Sunny,0.0,7.4,0.01,6.5,1,9855,27.0,145.8,2874,476,270,387952,602,Medium,No
2025-04-19,GrowOut-A,Farming,Pangasius,Summer,32.4,Rainy,6.0,7.4,0.04,6.4,0,9855,23.5,147.2,2499,532,250,362664,418,Medium,No
2025-04-20,GrowOut-A,Farming,Pangasius,Summer,29.5,Sunny,0.0,7.4,0.07,5.1,1,9854,29.9,149.3,3174,483,256,376628,1603,Medium,No
2025-04-21,GrowOut-A,Farming,Pangasius,Summer,32.5,Rainy,0.8,7.2,0.01,6.2,1,9853,32.1,151.5,3354,513,262,391095,1773,Medium,No
2025-04-22,GrowOut-A,Farming,Pangasius,Summer,30.4,Sunny,0.0,6.9,0.06,6.5,3,9850,34.3,153.5,3628,500,253,382530,741,Medium,No
2025-04-23,GrowOut-A,Farming,Pangasius,Summer,32.7,Sunny,0.0,7.2,0.02,5.3,0,9850,29.3,155.6,3065,504,265,406155,1913,Medium,No
2025-04-24,GrowOut-A,Farming,Pangasius,Summer,33.1,Cloudy,0.0,7.0,0.02,6.5,0,9850,31.8,157.5,3374,500,270,418871,1179,Medium,No
2025-04-25,GrowOut-A,Farming,Pangasius,Summer,29.2,Cloudy,0.0,7.5,0.04,6.6,1,9849,27.4,159.3,2875,494,255,400081,1112,Medium,No
2025-04-26,GrowOut-A,Farming,Pangasius,Summer,30.1,Cloudy,0.0,7.2,0.01,6.2,1,9848,33.0,161.3,3402,507,260,413005,1171,Medium,No
2025-04-27,GrowOut-A,Farming,Pangasius,Summer,33.0,Cloudy,0.0,7.0,0.02,6.3,0,9848,27.1,163.0,2798,493,271,435016,1246,Medium,No
2025-04-28,GrowOut-A,Farming,Pangasius,Summer,39.7,Sunny,0.0,7.1,0.0,6.2,1,9847,37.4,165.9,3853,517,274,447611,3410,Medium,No
2025-04-29,GrowOut-A,Farming,Pangasius,Summer,33.9,Cloudy,0.0,7.3,0.1,5.5,0,9847,29.2,167.6,3123,509,266,438995,821,Medium,No
2025-04-30,GrowOut-A,Farming,Pangasius,Summer,33.3,Sunny,0.0,7.0,0.04,5.9,1,9846,28.8,169.3,2988,509,265,441736,894,Medium,No
2025-05-01,GrowOut-A,Farming,Pangasius,Summer,30.5,Sunny,0.0,7.0,0.02,6.1,1,9845,33.2,171.8,3359,492,253,427917,2333,Medium,No
2025-05-02,GrowOut-A,Farming,Pangasius,Summer,31.5,Sunny,0.0,7.3,0.05,5.6,0,9845,38.8,174.5,4105,496,263,451822,2390,Medium,No
